adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
1,395331,1422,54,253,2015,4,12,25,52,0,3,2
5,1762279,5877,1033,5647,2016,5,1,2,53,0,0,0
1,508598,1059,78,2,2014,0,11,17,47,3,3,1
1,5107181,1362,735,105,2010,5,1,23,3,0,0,2
1,9508,28,11,10,2016,0,2,15,7,0,0,1
1,46713,204,5,31,2012,2,11,14,46,3,3,1
1,141261,126,20,4,2015,3,3,19,12,1,0,1
21375,27697,313,28,22,2015,6,12,6,49,0,3,0
1,297278,1582,66,34,2015,6,11,15,46,3,3,1
1,201694,326,114,24,2015,4,7,10,28,2,2,0
14,117540,267,24,43,2014,0,3,24,13,1,0,2
1,3896,13,1,0,2013,0,1,28,5,0,0,2
4,7802,114,21,4,2015,5,6,20,25,2,1,1
1,354,6,0,0,2014,5,3,22,12,1,0,2
2,1289441,3349,82,116,2014,0,7,14,29,2,2,1
1,35965,92,21,42,2016,5,4,9,14,1,1,0
67985,318708,1213,74,94,2016,0,1,11,2,0,0,1
1,121828,161,35,57,2014,2,12,17,51,0,3,1
25,416320,1945,49,139,2011,5,1,8,1,0,0,0
1,876828,1542,36,82,2013,1,6,4,23,2,1,0
1,69062,8,3,2,2015,3,5,14,20,1,1,1
4,1061814,4677,1460,F,2016,4,7,8,27,2,2,0
1,199863,179,44,7,2015,0,7,6,28,2,2,0
13,146607,1738,78,556,2013,5,5,4,18,1,1,0
1,80466,133,6,8,2010,0,11,8,45,3,3,0
14398,16899,22,1,2,2016,2,4,13,15,1,1,1
22,584278,4563,782,751,2016,2,9,28,39,3,2,2
1,39334,126,4,11,2014,1,11,11,46,3,3,1
2,150466,158,32,1,2016,2,6,29,26,2,1,2
2,707945,12384,195,495,2016,4,6,17,24,2,1,1
1,121344,156,27,17,2014,1,7,15,29,2,2,1
12,174135,668,35,133,2013,0,9,30,40,3,2,2
2,63594,338,62,39,2015,4,5,29,22,1,1,2
2,293322,339,63,42,2015,5,7,4,27,2,2,0
2,180010,585,42,119,2015,0,6,29,27,2,1,2
1,75129,224,43,28,2016,5,6,11,23,2,1,1
72,11450584,7834,4091,364,2016,4,1,15,2,0,0,1
1,638501,782,107,64,2013,1,5,28,22,1,1,2
2,390065,2833,157,97,2016,4,4,22,16,1,1,2
1,967,27,2,35,2015,4,8,28,35,2,2,2
9,5211979,12171,741,859,2013,4,4,26,17,1,1,2
1,129762,767,133,123,2014,4,12,5,49,0,3,0
2,271994,193,88,30,2015,0,7,6,28,2,2,0
1,116483,286,11,32,2011,3,3,17,11,1,0,1
21,2734376,7764,1223,226,2013,0,7,15,29,2,2,1
1,32424,701,8,23,2016,0,9,5,36,3,2,0
6,1713,5,0,1,2013,4,4,19,16,1,1,1
1,37796,519,11,36,2013,4,11,22,47,3,3,2
6,400566,1319,69,40,2013,0,12,30,1,0,3,2
2,531760,333,63,11,2013,5,5,25,21,1,1,2
9,541459,2020,96,67,2012,1,4,3,14,1,1,0
3,44955,49,8,6,2013,4,9,13,37,3,2,1
10,2602422,14091,586,5681,2016,5,6,18,24,2,1,1
3,313912,824,49,31,2012,2,2,15,7,0,0,1
2,184965,592,31,35,2012,2,9,12,37,3,2,1
18,589869,1549,275,204,2013,5,8,10,32,2,2,0
8,1415,7,0,1,2016,0,7,4,27,2,2,0
2,115997,70,41,14,2016,2,8,24,34,2,2,2
15,1909235,2939,365,326,2016,4,4,29,17,1,1,2
2,140562,1876,105,111,2017,2,3,8,10,1,0,0
3,3275107,1031,921,134,2015,6,7,26,30,2,2,2
1,38893,671,14,57,2013,4,11,22,47,3,3,2
1,9416,10,5,0,2014,4,12,12,50,0,3,1
1,80055,60,44,2,2014,5,11,8,45,3,3,0
2,188348,204,97,132,2010,0,12,6,49,0,3,0
4,21127,25,14,1,2014,2,4,9,15,1,1,0
1,31601,84,18,6,2014,3,8,28,35,2,2,2
33,501817,2601,378,246,2016,2,7,13,28,2,2,1
4,1222135,3927,212,242,2014,5,3,29,13,1,0,2
1,34637,52,10,6,2016,5,3,12,10,1,0,1
3,428082,764,85,28,2013,1,12,24,52,0,3,2
6,264893,195,71,60,2016,3,8,11,32,2,2,1
3,1881547,4028,315,297,2014,4,7,11,28,2,2,1
1,48082,12,1,0,2013,3,7,11,28,2,2,1
1,591504,7149,479,519,2016,1,1,12,2,0,0,1
1,64557,774,16,109,2015,5,5,9,19,1,1,0
2,132449,430,31,62,2016,6,7,24,29,2,2,2
1,472550,551,147,46,2013,0,12,30,1,0,3,2
1,42477,85,7,7,2015,3,7,2,27,2,2,0
1,126631,119,16,8,2011,0,11,21,47,3,3,2
4,12985,158,11,42,2017,4,2,10,6,0,0,0
1,15804,203,13,34,2012,5,12,29,52,0,3,2
2,236040,1852,42,357,2015,4,9,11,37,3,2,1
498,357187,1967,76,95,2016,3,11,3,44,3,3,0
11,2843,19,0,3,2016,1,9,27,39,3,2,2
1,186,1,0,0,2016,0,6,20,25,2,1,1
1,131015,5465,78,839,2016,2,9,14,37,3,2,1
9,724767,536,157,26,2013,4,11,8,45,3,3,0
1,32810,348,11,9,2014,2,12,3,49,0,3,0
11,157551,867,169,46,2013,0,8,12,33,2,2,1
1,428327,245,69,5,2014,1,5,27,22,1,1,2
1,51652,813,5,101,2016,2,9,21,38,3,2,2
1,52819,651,23,305,2015,4,3,6,10,1,0,0
4,526567,3912,381,5433,2016,6,8,21,33,2,2,2
6,220741,761,11,35,2015,3,4,23,17,1,1,2
3,229989,787,50,39,2011,5,8,27,34,2,2,2
7,74548,209,10,62,2016,3,8,4,31,2,2,0
1,124496,473,12,23,2012,1,3,20,12,1,0,1
58,539624,6378,418,1287,2016,5,6,11,23,2,1,1
1,2314410,1586,1318,84,2014,6,5,18,20,1,1,1
1,917498,1261,763,116,2017,3,2,2,5,0,0,0
1,5106,10,2,1,2014,4,8,22,34,2,2,2
6,604280,16778,291,8756,2016,5,5,28,21,1,1,2
607,120912,1576,32,117,2015,0,12,28,53,0,3,2
1,160791,354,31,70,2016,3,5,12,19,1,1,1
1,169519,582,38,39,2015,1,4,28,18,1,1,2
1,11684,20,0,9,2016,5,9,10,36,3,2,0
94992,133760,249,12,49,2015,2,3,4,10,1,0,0
2,1425740,13774,451,3000,2016,4,10,21,42,3,3,2
1,10087,169,10,41,2014,3,1,16,3,0,0,1
2,1897730,4710,345,139,2014,1,6,10,24,2,1,0
9,922979,10595,847,2037,2016,1,5,3,18,1,1,0
1,822959,1742,357,612,2016,6,2,7,5,0,0,0
2,5738,24,2,6,2014,5,6,14,24,2,1,1
1,198003,134,54,57,2011,1,9,27,39,3,2,2
1,38841,25,11,2,2015,2,3,11,11,1,0,1
1,60762,116,1,13,2015,6,5,3,18,1,1,0
4,199,1,1,0,2015,3,10,8,41,3,3,0
4,294282,246,134,F,2016,3,9,8,36,3,2,0
6,1093862,2845,425,437,2016,5,8,13,32,2,2,1
1,388916,2764,65,252,2015,5,5,30,22,1,1,2
1,21144,48,4,4,2013,0,9,16,38,3,2,1
1,115219,347,25,94,2016,5,8,13,32,2,2,1
2,4803,9,3,2,2013,4,9,13,37,3,2,1
11415,23416,21,7,4,2015,4,3,13,11,1,0,1
3,7742,26,0,1,2013,3,7,25,30,2,2,2
16,1032280,3602,227,119,2012,3,2,16,7,0,0,1
1,124250,232,22,7,2011,2,1,5,1,0,0,0
1,113494,268,9,45,2013,1,1,1,1,0,0,0
2,74584,239,56,175,2012,4,8,24,34,2,2,2
2,37270,103,5,2,2014,4,3,28,13,1,0,2
1,80555,133,15,4,2013,5,11,2,44,3,3,0
5,33563,65,3,11,2011,0,6,20,25,2,1,1
3,42681,178,7,8,2013,3,10,17,42,3,3,1
1,1718,6,2,0,2013,5,12,28,52,0,3,2
1,160649,280,57,96,2016,3,7,14,28,2,2,1
3,55033,1039,76,149,2014,2,1,22,4,0,0,2
1,112019,3493,102,971,2013,2,5,29,22,1,1,2
1,7787,13,1,1,2011,0,8,15,33,2,2,1
3,89031,64,35,F,2016,1,8,9,32,2,2,0
4,64561,302,9,F,2016,0,5,23,21,1,1,2
2,437231,1005,125,21,2011,3,8,11,32,2,2,1
2,237332,602,71,109,2016,4,5,13,19,1,1,1
5,1244646,7740,464,517,2016,0,7,18,29,2,2,1
1,29056,20,10,6,2015,4,7,3,27,2,2,0
2,410812,2216,264,130,2016,0,5,23,21,1,1,2
6,953631,10185,836,2420,2012,5,3,31,13,1,0,2
2,9439,75,1,11,2014,4,4,18,16,1,1,1
2,646515,880,48,9,2016,2,2,24,8,0,0,2
1,64933,434,10,72,2015,2,5,6,19,1,1,0
1,635,42,1,6,2016,4,11,4,44,3,3,0
4,21879,130,0,33,2014,5,1,25,4,0,0,2
2,665320,1091,180,108,2015,1,10,13,42,3,3,1
85,2851922,7749,875,611,2014,2,3,19,12,1,0,1
1,29189,62,1,7,2010,0,9,6,36,3,2,0
1,15968,11,1,2,2015,4,2,13,7,0,0,1
1,23489,23,6,4,2016,5,9,10,36,3,2,0
1,89285,278,13,8,2016,2,4,27,17,1,1,2
1,952254,2484,550,463,2015,0,8,24,35,2,2,2
6,64404,110,9,12,2015,3,10,29,44,3,3,2
2,2221794,7091,2057,4999,2015,6,12,27,52,0,3,2
5078,6316,40,2,4,2015,5,8,29,35,2,2,2
3,606,0,0,0,2016,3,4,14,15,1,1,1
1,435851,216,93,35,2016,5,6,4,22,2,1,0
10,127,0,0,0,2016,0,5,9,19,1,1,0
1,1548601,1732,88,154,2015,2,7,29,31,2,2,2
2,187380,809,163,133,2016,2,7,13,28,2,2,1
4,433493,417,49,24,2016,0,6,20,25,2,1,1
1,123754,F,F,49,2015,3,4,30,18,1,1,2
2,123437,536,16,49,2016,4,2,19,7,0,0,1
1,30152,F,F,10,2015,5,2,14,7,0,0,1
17,13066,45,14,6,2015,0,1,12,3,0,0,1
2,86590,215,12,3,2013,0,12,2,49,0,3,0
1,863,2,0,0,2013,4,11,1,44,3,3,0
1,55639,204,36,14,2014,4,12,5,49,0,3,0
4757,25146,96,41,6,2015,4,10,23,43,3,3,2
1,17971,26,1,4,2011,1,6,28,26,2,1,2
3,116102,199,17,24,2010,4,9,24,38,3,2,2
2,745947,659,124,273,2013,3,5,9,19,1,1,0
3,122634,302,55,42,2015,6,9,20,38,3,2,1
2,1121346,3555,78,240,2014,6,10,5,40,3,3,0
1,1390,3,0,0,2010,5,10,2,39,3,3,0
1,618647,1304,145,94,2016,6,12,18,50,0,3,1
1,2264695,5707,410,517,2015,2,5,20,21,1,1,1
1,71296,103,17,15,2016,1,11,8,45,3,3,0
1,1931243,46225,1262,5441,2016,1,5,31,22,1,1,2
1,108838,491,51,46,2015,1,12,22,52,0,3,2
2,26860,88,1,18,2011,6,12,4,48,0,3,0
2,17008,42,8,20,2013,6,1,6,1,0,0,0
1,632246,1353,102,38,2015,2,7,8,28,2,2,0
4,7715,31,7,8,2014,4,4,11,15,1,1,1
4,3177,190,9,10,2016,3,9,1,35,3,2,0
2,3472917,9941,621,732,2011,2,9,14,37,3,2,1
1,2609,6,0,3,2012,4,11,23,47,3,3,2
2,1155854,3981,502,311,2014,2,12,24,52,0,3,2
3,122405,1221,46,383,2015,2,10,28,44,3,3,2
1,1574,0,1,1,2016,2,9,28,39,3,2,2
5,99228,279,84,14,2012,5,12,1,48,0,3,0
2,34768,820,6,25,2016,0,7,25,30,2,2,2
47659,463437,3148,155,974,2017,2,1,11,2,0,0,1
6,503319,11067,187,4612,2016,6,7,3,26,2,2,0
1,2412392,11767,1068,597,2013,3,12,5,49,0,3,0
8,8592516,40442,1894,593,2013,6,6,2,22,2,1,0
2,147390,837,38,53,2016,2,7,27,30,2,2,2
1,741,0,0,0,2012,0,9,10,37,3,2,0
1,552283,1946,417,1425,2015,5,12,12,50,0,3,1
2,830398,1094,110,37,2016,2,6,1,22,2,1,0
1,27843,22,3,1,2013,3,5,9,19,1,1,0
3,194227,217,47,75,2012,1,10,23,43,3,3,2
2829,7276,83,6,6,2016,0,6,6,23,2,1,0
2,1706892,5695,409,460,2014,2,5,21,21,1,1,2
1,5243,41,2,5,2015,2,7,15,29,2,2,1
1,226857,481,55,105,2015,4,5,29,22,1,1,2
38,5789,F,F,0,2016,3,11,10,45,3,3,0
7,1416965,9190,567,1544,2016,5,7,16,28,2,2,1
8,564250,1534,135,72,2014,1,2,25,9,0,0,2
581,97203,953,80,239,2016,3,5,26,21,1,1,2
1,33004,159,8,120,2016,0,7,4,27,2,2,0
2,30905,14,12,F,2015,5,5,9,19,1,1,0
1,1042699,5163,850,2932,2015,5,11,28,48,3,3,2
14,1663276,5839,227,454,2015,1,12,1,49,0,3,0
1,1173850,12037,598,1184,2016,1,7,12,28,2,2,1
1,3630,28,1,0,2015,2,4,1,14,1,1,0
1,19623,12,9,9,2012,3,9,13,37,3,2,1
10,1385199,4145,425,171,2016,3,8,18,33,2,2,1
3,64126,214,11,87,2013,3,10,31,44,3,3,2
2,194985,649,72,49,2016,4,6,24,25,2,1,2
2,345353,1561,162,76,2016,4,8,19,33,2,2,1
1,2314255,2501,139,365,2011,2,6,1,22,2,1,0
1,788792,2784,493,2051,2015,2,8,12,33,2,2,1
2559,3388,14,0,2,2016,0,11,28,48,3,3,2
1,2873,19,2,0,2013,1,11,5,45,3,3,0
1,44839,119,11,3,2014,1,8,26,35,2,2,2
6,374589,2483,149,201,2016,0,9,26,39,3,2,2
1,53657,115,5,6,2016,4,8,26,34,2,2,2
2,1992345,2470,912,147,2013,0,12,2,49,0,3,0
3,481,0,2,0,2016,4,10,21,42,3,3,2
6,46727,423,28,38,2015,6,11,15,46,3,3,1
1,205497,234,89,35,2015,5,12,5,49,0,3,0
1,33254,724,6,288,2016,5,1,2,53,0,0,0
1,395426,881,112,1252,2016,3,4,21,16,1,1,2
1,1780,3,0,1,2011,1,1,25,4,0,0,2
3,2537463,4337,471,141,2016,2,5,4,18,1,1,0
1,35182,21,7,F,2016,2,6,29,26,2,1,2
6,1478447,1350,450,104,2015,2,8,19,34,2,2,1
1,1212786,2564,259,675,2016,3,10,20,42,3,3,1
6,4765,14,3,3,2016,3,6,23,25,2,1,2
1,73551,423,14,36,2014,1,4,8,15,1,1,0
4,184878,824,56,23,2015,0,11,9,46,3,3,0
12,2096424,6774,1018,545,2016,0,7,18,29,2,2,1
1,10244,19,4,0,2017,4,2,10,6,0,0,0
2,73495,58,39,13,2015,1,6,30,27,2,1,2
2,21998,36,1,5,2011,6,6,26,25,2,1,2
3,2885279,7153,1870,938,2015,0,8,3,32,2,2,0
1346,1636,1,0,0,2017,0,2,6,6,0,0,0
3,750759,13526,246,962,2015,5,7,11,28,2,2,1
1,14703,27,2,12,2006,6,12,17,50,0,3,1
1,2271,26,1,1,2015,2,11,25,48,3,3,2
1,336837,858,378,317,2016,4,3,4,9,1,0,0
10,495303,185,76,16,2013,2,1,30,5,0,0,2
1,1091735,2963,320,169,2015,2,12,9,50,0,3,0
3,160,0,0,0,2017,2,1,18,3,0,0,1
1,37135,58,2,1,2014,3,4,24,17,1,1,2
1,58860,424,7,16,2016,5,4,9,14,1,1,0
2,784752,235,151,66,2016,0,8,22,34,2,2,2
1,125073,37,43,3,2015,2,5,27,22,1,1,2
28,252182,574,176,51,2013,1,6,18,25,2,1,1
4,95465,1226,22,114,2015,2,11,18,47,3,3,1
16,703654,7247,260,740,2016,2,8,31,35,2,2,2
2,601621,672,46,32,2016,5,5,14,19,1,1,1
2,2510835,4400,2793,201,2017,1,2,28,9,0,0,2
4,1914547,21433,778,2187,2016,2,2,17,7,0,0,1
12,151512,485,57,70,2012,1,11,6,45,3,3,0
1,26344,113,2,34,2008,4,8,8,32,2,2,0
1,760740,1777,131,222,2015,0,9,7,37,3,2,0
1,739108,1002,471,46,2017,3,2,16,7,0,0,1
14,38148,27,8,0,2012,5,2,18,7,0,0,1
317,21227363,31625,5740,1361,2014,5,3,1,9,1,0,0
8,1944,10,1,0,2013,1,4,23,17,1,1,2
1,252,2,0,0,2013,5,12,21,51,0,3,2
680,133839,148,50,29,2016,5,4,9,14,1,1,0
3,14283,101,0,13,2013,4,11,8,45,3,3,0
1,41069,1863,19,216,2016,4,7,22,29,2,2,2
2,259749,127,68,18,2016,4,7,15,28,2,2,1
1,22245,32,4,1,2011,0,8,29,35,2,2,2
1,14168,40,3,1,2013,3,1,17,3,0,0,1
9,379073,2074,139,85,2013,0,5,27,22,1,1,2
41,1031314,829,502,F,2016,3,8,18,33,2,2,1
8,1014398,2221,251,102,2012,2,3,28,13,1,0,2
15,3273104,1977,931,74,2016,1,3,8,10,1,0,0
1,6576,17,1,0,2015,1,8,4,32,2,2,0
1,79101,59,13,2,2014,1,8,5,32,2,2,0
2,2234987,4065,811,207,2015,3,2,19,8,0,0,1
1,78985,50,29,F,2016,5,8,13,32,2,2,1
4,316604,299,50,23,2014,3,5,22,21,1,1,2
1,12085,144,2,3,2016,2,8,24,34,2,2,2
7,786770,2604,236,206,2016,3,9,8,36,3,2,0
41,443705,1400,175,105,2016,3,6,23,25,2,1,2
441,83768,2990,42,165,2016,5,12,3,48,0,3,0
1,50867,509,25,143,2015,4,3,13,11,1,0,1
4,1307104,2087,241,208,2011,0,12,12,50,0,3,1
7,1932088,8378,783,683,2016,3,6,30,26,2,1,2
1,141486,1051,46,87,2016,0,10,24,43,3,3,2
2,59053,244,11,31,2014,0,3,3,10,1,0,0
1,321383,205,121,27,2016,1,2,16,7,0,0,1
4,274466,1795,99,816,2012,6,12,30,52,0,3,2
1,2394561,989,594,72,2012,4,7,20,29,2,2,1
2,8421,5,3,0,2014,4,3,14,11,1,0,1
2,185914,914,85,111,2015,0,2,23,9,0,0,2
1,12983,233,10,22,2013,1,7,9,28,2,2,0
2,401,5,0,0,2014,4,9,26,39,3,2,2
1,105453,113,51,5,2016,1,4,5,14,1,1,0
430,6907,53,4,14,2015,5,2,14,7,0,0,1
1,478828,492,236,73,2015,2,6,10,24,2,1,0
2,63169,380,15,31,2016,6,5,22,20,1,1,2
1,89005,301,29,24,2016,1,9,13,37,3,2,1
49,885,2,1,0,2015,4,10,2,40,3,3,0
7,665774,392,160,71,2016,0,7,4,27,2,2,0
1,780498,3536,565,273,2015,1,6,30,27,2,1,2
5,436482,2143,101,201,2015,2,3,4,10,1,0,0
3,2174484,12422,818,1612,2015,0,10,26,44,3,3,2
1,629843,2438,506,1123,2015,4,7,10,28,2,2,0
1,81556,1204,15,41,2017,5,1,14,2,0,0,1
7041,19801,775,42,55,2016,1,12,13,50,0,3,1
1,12150,32,2,1,2015,0,9,14,38,3,2,1
4,476662,413,161,34,2015,6,6,21,25,2,1,2
129,2048708,1799,354,66,2009,4,7,17,29,2,2,1
1,476325,12863,82,580,2016,0,6,27,26,2,1,2
2,64198,208,7,127,2008,0,4,14,16,1,1,1
91,410124,2606,134,319,2016,1,12,27,52,0,3,2
5,1756543,14887,537,1765,2015,4,12,4,49,0,3,0
1,99696,1162,30,262,2016,1,3,8,10,1,0,0
1,1154078,3181,338,543,2015,2,7,1,27,2,2,0
1,1401,2,0,0,2016,0,9,12,37,3,2,1
58,1737676,1577,337,73,2012,0,5,7,19,1,1,0
22,21842,5,2,0,2016,5,8,13,32,2,2,1
58,434394,292,59,13,2012,2,12,26,52,0,3,2
871,2081,12,0,0,2016,4,11,11,45,3,3,1
2,5814,134,13,9,2015,3,12,17,51,0,3,1
2,16565,45,2,23,2016,2,5,11,19,1,1,1
1,53097,70,8,2,2013,6,11,3,44,3,3,0
1,28542,59,3,23,2009,6,10,4,40,3,3,0
1,441504,5040,163,1756,2016,2,2,3,5,0,0,0
3,172962,2800,59,2342,2016,4,8,12,32,2,2,1
1,145252,116,30,0,2013,1,10,29,44,3,3,2
16,331306,685,51,35,2013,0,9,16,38,3,2,1
1,193,3,0,0,2014,3,4,24,17,1,1,2
36,1630133,11366,442,2286,2016,5,4,30,17,1,1,2
3,76199,261,15,5,2015,2,9,2,36,3,2,0
1,73802,72,10,2,2016,4,3,25,12,1,0,2
1,96,0,1,0,2014,2,5,7,19,1,1,0
3,870587,11225,526,1595,2016,0,9,26,39,3,2,2
2,281950,592,82,400,2015,5,12,5,49,0,3,0
2,687610,1417,64,133,2016,1,9,13,37,3,2,1
13,206690,311,29,12,2011,6,12,25,51,0,3,2
4,534458,854,110,81,2015,5,1,3,1,0,0,0
10,3995,61,3,5,2016,2,8,24,34,2,2,2
1,836278,2953,293,144,2015,1,11,10,46,3,3,0
24,534979,617,19,65,2014,0,4,14,16,1,1,1
1,1177,21,0,8,2013,6,4,21,16,1,1,2
3,306922,731,23,67,2010,6,2,28,8,0,0,2
2,3498165,9339,657,864,2016,5,11,12,45,3,3,1
1,180915,1474,1419,1472,2016,2,4,20,16,1,1,1
5,797049,2362,135,36,2015,2,5,6,19,1,1,0
1,19597,216,7,39,2014,0,8,18,34,2,2,1
3,1783286,9029,396,685,2016,3,4,7,14,1,1,0
1,464132,600,72,228,2011,6,7,10,27,2,2,0
58,791899,2064,226,771,2013,3,3,21,12,1,0,2
2,240654,1586,154,337,2015,4,7,24,30,2,2,2
1,419101,949,121,110,2014,6,12,28,52,0,3,2
2,51562,65,8,0,2013,4,11,8,45,3,3,0
1,24579,605,1,103,2013,4,12,6,49,0,3,0
1,198101,54,34,0,2016,1,6,14,24,2,1,1
3,337470,202,61,15,2016,2,7,20,29,2,2,1
2,1408455,2950,376,306,2016,3,3,3,9,1,0,0
4,845,5,0,1,2013,1,4,9,15,1,1,0
239,2929733,2717,1054,148,2012,2,12,26,52,0,3,2
1,756734,3339,106,97,2014,1,5,27,22,1,1,2
15,248898,202,106,68,2014,1,3,11,11,1,0,1
1,16702,F,F,2,2015,3,11,5,45,3,3,0
1,64268,223,8,21,2016,3,8,11,32,2,2,1
1,337522,277,98,30,2015,1,7,21,30,2,2,2
1,18498,66,10,9,2015,5,8,1,31,2,2,0
1,559091,1215,249,79,2015,6,9,20,38,3,2,1
36,3891,5,0,1,2016,2,8,17,33,2,2,1
3,337595,8869,47,680,2016,0,8,22,34,2,2,2
1,25905,112,2,39,2010,6,11,14,45,3,3,1
1,566770,3289,343,919,2016,1,5,31,22,1,1,2
25,498534,1133,111,127,2014,4,2,14,7,0,0,1
2,108509,509,39,70,2016,2,6,22,25,2,1,2
1,73482,74,21,4,2011,1,5,3,18,1,1,0
1,147885,1235,79,66,2015,1,8,11,33,2,2,1
1,219886,457,35,2,2016,2,5,4,18,1,1,0
7,652188,380,264,51,2013,0,10,7,41,3,3,0
3,2039494,21700,1101,2777,2016,1,11,29,48,3,3,2
144,213,7,0,4,2015,3,7,23,30,2,2,2
1,6729,20,4,2,2013,5,10,26,43,3,3,2
9,2380877,3156,845,7255,2016,2,5,4,18,1,1,0
196,24704,47,19,10,2015,0,8,17,34,2,2,1
1,141458,192,22,6,2016,6,12,25,51,0,3,2
12,670517,987,137,138,2016,2,8,3,31,2,2,0
1,510,1,0,0,2015,0,9,7,37,3,2,0
11,428537,1929,80,403,2012,4,3,9,10,1,0,0
15,1603493,13911,658,2484,2012,1,2,28,9,0,0,2
24,472517,441,86,76,2013,3,7,18,29,2,2,1
5,556659,808,126,76,2014,0,1,6,2,0,0,0
1,1129673,2278,317,95,2015,1,1,20,4,0,0,1
2,317911,246,62,13,2014,0,3,10,11,1,0,0
19348,30043,F,F,0,2016,5,12,17,50,0,3,1
2,322276,556,85,43,2014,3,11,27,48,3,3,2
2,180,7,0,0,2015,4,9,4,36,3,2,0
1,83736,154,6,11,2016,4,2,12,6,0,0,1
12,2731162,4575,612,809,2013,2,12,18,51,0,3,1
1,70132,850,30,209,2016,3,7,21,29,2,2,2
1,326833,2252,51,94,2015,1,12,22,52,0,3,2
2,740,0,0,0,2016,2,11,23,47,3,3,2
1,188862,63,55,4,2014,0,2,10,7,0,0,0
1,728842,286,245,6,2015,0,3,16,12,1,0,1
17,295437,803,47,21,2013,2,9,11,37,3,2,1
1,170168,159,69,5,2016,5,6,4,22,2,1,0
2,79239,867,21,493,2016,0,8,29,35,2,2,2
2,15106,9,6,0,2014,1,3,11,11,1,0,1
1,163113,288,35,45,2016,6,9,25,38,3,2,2
4,71970,1341,54,147,2012,4,12,21,51,0,3,2
3,189824,159,77,36,2013,3,11,14,46,3,3,1
14,225009,989,9,196,2010,6,10,24,42,3,3,2
1,54683,107,8,0,2014,0,5,12,20,1,1,1
1,53730,297,5,65,2014,5,12,20,51,0,3,1
1,3994,4,1,F,2016,3,9,1,35,3,2,0
1,17808,174,3,151,2017,2,2,8,6,0,0,0
1,64065,407,12,29,2016,2,3,23,12,1,0,2
4,730635,2225,108,234,2015,3,7,9,28,2,2,0
13,1234199,2696,437,160,2013,0,9,16,38,3,2,1
26,173,3,1,0,2015,0,11,9,46,3,3,0
2,345,2,0,0,2016,1,8,16,33,2,2,1
11,464267,314,47,8,2012,6,2,26,8,0,0,2
7,54186,268,4,47,2010,6,10,24,42,3,3,2
1,1294197,6363,265,227,2014,4,8,29,35,2,2,2
1,38631,799,50,342,2016,5,7,16,28,2,2,1
6,4174027,4763,654,272,2011,4,11,18,46,3,3,1
1,110140,132,12,147,2016,2,5,4,18,1,1,0
360231,1169957,9129,292,1028,2016,5,10,8,40,3,3,0
1,16712,169,7,27,2013,3,4,25,17,1,1,2
9,2960376,7048,1720,761,2015,4,6,12,24,2,1,1
7,15153,22,8,0,2013,0,5,20,21,1,1,1
1,91492,18,16,0,2013,6,12,8,49,0,3,0
5,872794,1002,183,56,2014,2,11,12,46,3,3,1
3,171075,723,158,162,2016,2,5,25,21,1,1,2
15,2644387,8976,1226,791,2016,5,7,23,29,2,2,2
1,11895,354,17,49,2016,1,10,4,40,3,3,0
10,1866090,4306,521,142,2013,5,1,5,1,0,0,0
3,657297,1254,169,123,2015,3,9,17,38,3,2,1
3,39752,728,23,84,2014,5,2,1,5,0,0,0
5,8761,78,4,10,2013,1,12,10,50,0,3,0
17,3354,9,1,0,2017,6,2,5,5,0,0,0
2,6594185,43153,2290,1519,2014,2,11,5,45,3,3,0
17,6770,8,5,0,2016,5,3,12,10,1,0,1
2,423383,792,99,239,2016,2,9,21,38,3,2,2
15,145019,209,56,6,2014,4,2,21,8,0,0,2
3,591009,685,51,166,2014,0,9,15,38,3,2,1
1,41800,63,3,0,2014,2,5,14,20,1,1,1
3,6220,75,12,6,2013,4,3,8,10,1,0,0
46,3327644,18602,1170,1907,2016,4,9,16,37,3,2,1
2,12603,7,0,0,2014,2,4,30,18,1,1,2
4,13904,33,4,0,2013,3,6,20,25,2,1,1
2,885519,13642,709,6380,2016,6,8,21,33,2,2,2
1,13347,96,29,39,2015,3,12,17,51,0,3,1
4,96295,136,29,7,2013,1,7,16,29,2,2,1
1,31424,229,7,3,2015,5,5,2,18,1,1,0
1,108803,946,30,343,2016,5,9,24,38,3,2,2
11,1705924,889,215,75,2012,1,10,30,44,3,3,2
8,367091,2610,310,326,2016,3,8,11,32,2,2,1
1,8224,126,5,49,2013,2,10,9,41,3,3,0
1,54567,96,17,45,2015,0,3,2,10,1,0,0
4,351344,3592,150,1643,2013,3,8,8,32,2,2,0
1,4194,22,0,2,2010,5,12,25,51,0,3,2
47306,66567,403,34,68,2017,6,1,29,4,0,0,2
3,960512,1419,354,249,2015,4,1,23,4,0,0,2
1,12606,11,2,1,2014,0,6,30,27,2,1,2
1,11899,27,12,10,2013,4,6,7,23,2,1,0
1,1797183,4899,215,216,2013,4,5,3,18,1,1,0
208,11782,45,1,3,2014,5,6,28,26,2,1,2
1,19564,154,20,39,2016,5,7,9,27,2,2,0
5,30887,154,27,1,2015,1,6,30,27,2,1,2
3,311989,264,60,45,2012,0,11,12,46,3,3,1
17,1485238,9643,1810,4717,2016,2,3,23,12,1,0,2
6,1536153,3287,333,114,2014,4,7,4,27,2,2,0
